group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Find Struct,Std library Reference,21,,,51873400.0,ns,25
Find Struct,Std library Reference,21,,,47972100.0,ns,25
Find Struct,Std library Reference,21,,,41497900.0,ns,25
Find Struct,Std library Reference,21,,,40183100.0,ns,25
Find Struct,Std library Reference,21,,,41689100.0,ns,25
Find Struct,Std library Reference,21,,,43244900.0,ns,25
Find Struct,Std library Reference,21,,,40661500.0,ns,25
Find Struct,Std library Reference,21,,,39840400.0,ns,25
Find Struct,Std library Reference,21,,,40556600.0,ns,25
Find Struct,Std library Reference,21,,,40604300.0,ns,25
Find Struct,Std library Reference,21,,,43825300.0,ns,25
Find Struct,Std library Reference,21,,,43647600.0,ns,25
Find Struct,Std library Reference,21,,,45849800.0,ns,25
Find Struct,Std library Reference,21,,,44679100.0,ns,25
Find Struct,Std library Reference,21,,,40781800.0,ns,25
Find Struct,Std library Reference,21,,,42531800.0,ns,25
Find Struct,Std library Reference,21,,,40166400.0,ns,25
Find Struct,Std library Reference,21,,,43208600.0,ns,25
Find Struct,Std library Reference,21,,,41672800.0,ns,25
Find Struct,Std library Reference,21,,,40166300.0,ns,25
Find Struct,Std library Reference,21,,,39588200.0,ns,25
Find Struct,Std library Reference,21,,,45945600.0,ns,25
Find Struct,Std library Reference,21,,,52154400.0,ns,25
Find Struct,Std library Reference,21,,,59817000.0,ns,25
Find Struct,Std library Reference,21,,,49966400.0,ns,25
Find Struct,Std library Reference,21,,,44381600.0,ns,25
Find Struct,Std library Reference,21,,,39926000.0,ns,25
Find Struct,Std library Reference,21,,,41171400.0,ns,25
Find Struct,Std library Reference,21,,,47682300.0,ns,25
Find Struct,Std library Reference,21,,,42267500.0,ns,25
Find Struct,Std library Reference,21,,,54100400.0,ns,25
Find Struct,Std library Reference,21,,,50199400.0,ns,25
Find Struct,Std library Reference,21,,,41402400.0,ns,25
Find Struct,Std library Reference,21,,,40301100.0,ns,25
Find Struct,Std library Reference,21,,,46475700.0,ns,25
Find Struct,Std library Reference,21,,,41021100.0,ns,25
