group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Find Struct,Std library Reference1,21,,,1781900.0,ns,1
Find Struct,Std library Reference1,21,,,5034900.0,ns,2
Find Struct,Std library Reference1,21,,,6059100.0,ns,3
Find Struct,Std library Reference1,21,,,8227500.0,ns,4
Find Struct,Std library Reference1,21,,,9949200.0,ns,5
Find Struct,Std library Reference1,21,,,11154100.0,ns,6
Find Struct,Std library Reference1,21,,,13116200.0,ns,7
Find Struct,Std library Reference1,21,,,14980600.0,ns,8
Find Struct,Std library Reference1,21,,,18058200.0,ns,9
Find Struct,Std library Reference1,21,,,17141700.0,ns,10
Find Struct,Std library Reference1,21,,,18372900.0,ns,11
Find Struct,Std library Reference1,21,,,22993800.0,ns,12
Find Struct,Std library Reference1,21,,,27749500.0,ns,13
Find Struct,Std library Reference1,21,,,29094900.0,ns,14
Find Struct,Std library Reference1,21,,,26880700.0,ns,15
Find Struct,Std library Reference1,21,,,26951500.0,ns,16
Find Struct,Std library Reference1,21,,,27265200.0,ns,17
Find Struct,Std library Reference1,21,,,28479200.0,ns,18
Find Struct,Std library Reference1,21,,,29909100.0,ns,19
Find Struct,Std library Reference1,21,,,32016700.0,ns,20
Find Struct,Std library Reference1,21,,,35811600.0,ns,21
Find Struct,Std library Reference1,21,,,36593800.0,ns,22
Find Struct,Std library Reference1,21,,,37771400.0,ns,23
Find Struct,Std library Reference1,21,,,48069300.0,ns,24
Find Struct,Std library Reference1,21,,,51376800.0,ns,25
Find Struct,Std library Reference1,21,,,53932200.0,ns,26
Find Struct,Std library Reference1,21,,,71466300.0,ns,27
Find Struct,Std library Reference1,21,,,52818600.0,ns,28
Find Struct,Std library Reference1,21,,,53296900.0,ns,29
Find Struct,Std library Reference1,21,,,55634000.0,ns,30
Find Struct,Std library Reference1,21,,,57655300.0,ns,31
Find Struct,Std library Reference1,21,,,57223300.0,ns,32
Find Struct,Std library Reference1,21,,,59314200.0,ns,33
Find Struct,Std library Reference1,21,,,66685000.0,ns,34
Find Struct,Std library Reference1,21,,,61520700.0,ns,35
Find Struct,Std library Reference1,21,,,60675600.0,ns,36
Find Struct,Std library Reference1,21,,,66547200.0,ns,37
Find Struct,Std library Reference1,21,,,67708500.0,ns,38
Find Struct,Std library Reference1,21,,,76371900.0,ns,39
Find Struct,Std library Reference1,21,,,67466400.0,ns,40
Find Struct,Std library Reference1,21,,,65658900.0,ns,41
Find Struct,Std library Reference1,21,,,71380600.0,ns,42
Find Struct,Std library Reference1,21,,,72714800.0,ns,43
Find Struct,Std library Reference1,21,,,113537200.0,ns,44
Find Struct,Std library Reference1,21,,,106581600.0,ns,45
Find Struct,Std library Reference1,21,,,110371200.0,ns,46
Find Struct,Std library Reference1,21,,,106802800.0,ns,47
Find Struct,Std library Reference1,21,,,109050700.0,ns,48
Find Struct,Std library Reference1,21,,,112609700.0,ns,49
Find Struct,Std library Reference1,21,,,120285900.0,ns,50
Find Struct,Std library Reference1,21,,,120977400.0,ns,51
Find Struct,Std library Reference1,21,,,110883100.0,ns,52
Find Struct,Std library Reference1,21,,,117078100.0,ns,53
Find Struct,Std library Reference1,21,,,111693300.0,ns,54
Find Struct,Std library Reference1,21,,,104557100.0,ns,55
Find Struct,Std library Reference1,21,,,109204700.0,ns,56
