group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Find Struct,Binary tree,21,,,778800.0,ns,1
Find Struct,Binary tree,21,,,1632300.0,ns,2
Find Struct,Binary tree,21,,,2718200.0,ns,3
Find Struct,Binary tree,21,,,3215300.0,ns,4
Find Struct,Binary tree,21,,,4829500.0,ns,5
Find Struct,Binary tree,21,,,5958300.0,ns,6
Find Struct,Binary tree,21,,,7010500.0,ns,7
Find Struct,Binary tree,21,,,6787200.0,ns,8
Find Struct,Binary tree,21,,,6700600.0,ns,9
Find Struct,Binary tree,21,,,7357600.0,ns,10
Find Struct,Binary tree,21,,,7610900.0,ns,11
Find Struct,Binary tree,21,,,8880400.0,ns,12
Find Struct,Binary tree,21,,,10331600.0,ns,13
Find Struct,Binary tree,21,,,10529300.0,ns,14
Find Struct,Binary tree,21,,,11833600.0,ns,15
Find Struct,Binary tree,21,,,15227700.0,ns,16
Find Struct,Binary tree,21,,,18164200.0,ns,17
Find Struct,Binary tree,21,,,20166500.0,ns,18
Find Struct,Binary tree,21,,,21969100.0,ns,19
Find Struct,Binary tree,21,,,23492600.0,ns,20
Find Struct,Binary tree,21,,,21953800.0,ns,21
Find Struct,Binary tree,21,,,22261700.0,ns,22
Find Struct,Binary tree,21,,,21068500.0,ns,23
Find Struct,Binary tree,21,,,23660600.0,ns,24
Find Struct,Binary tree,21,,,18135300.0,ns,25
Find Struct,Binary tree,21,,,18713300.0,ns,26
Find Struct,Binary tree,21,,,23558100.0,ns,27
Find Struct,Binary tree,21,,,20466700.0,ns,28
Find Struct,Binary tree,21,,,33259600.0,ns,29
Find Struct,Binary tree,21,,,38955800.0,ns,30
Find Struct,Binary tree,21,,,47929600.0,ns,31
Find Struct,Binary tree,21,,,42698800.0,ns,32
Find Struct,Binary tree,21,,,40759100.0,ns,33
Find Struct,Binary tree,21,,,43564300.0,ns,34
Find Struct,Binary tree,21,,,38144000.0,ns,35
Find Struct,Binary tree,21,,,45954000.0,ns,36
Find Struct,Binary tree,21,,,43727700.0,ns,37
Find Struct,Binary tree,21,,,33767000.0,ns,38
Find Struct,Binary tree,21,,,33294200.0,ns,39
Find Struct,Binary tree,21,,,32330100.0,ns,40
Find Struct,Binary tree,21,,,34796200.0,ns,41
Find Struct,Binary tree,21,,,35287500.0,ns,42
Find Struct,Binary tree,21,,,32249200.0,ns,43
Find Struct,Binary tree,21,,,35659900.0,ns,44
Find Struct,Binary tree,21,,,34748100.0,ns,45
Find Struct,Binary tree,21,,,37818900.0,ns,46
Find Struct,Binary tree,21,,,38158700.0,ns,47
Find Struct,Binary tree,21,,,35150600.0,ns,48
Find Struct,Binary tree,21,,,35066700.0,ns,49
Find Struct,Binary tree,21,,,37267700.0,ns,50
Find Struct,Binary tree,21,,,36408200.0,ns,51
Find Struct,Binary tree,21,,,51935300.0,ns,52
Find Struct,Binary tree,21,,,58639400.0,ns,53
Find Struct,Binary tree,21,,,73941800.0,ns,54
Find Struct,Binary tree,21,,,74058800.0,ns,55
Find Struct,Binary tree,21,,,74688800.0,ns,56
Find Struct,Binary tree,21,,,79558900.0,ns,57
Find Struct,Binary tree,21,,,63353200.0,ns,58
Find Struct,Binary tree,21,,,56695400.0,ns,59
Find Struct,Binary tree,21,,,48661200.0,ns,60
Find Struct,Binary tree,21,,,63134900.0,ns,61
Find Struct,Binary tree,21,,,77720800.0,ns,62
Find Struct,Binary tree,21,,,64653900.0,ns,63
Find Struct,Binary tree,21,,,65475100.0,ns,64
Find Struct,Binary tree,21,,,65899600.0,ns,65
Find Struct,Binary tree,21,,,65258000.0,ns,66
Find Struct,Binary tree,21,,,79860700.0,ns,67
Find Struct,Binary tree,21,,,82970800.0,ns,68
Find Struct,Binary tree,21,,,77406500.0,ns,69
Find Struct,Binary tree,21,,,85183300.0,ns,70
Find Struct,Binary tree,21,,,63930600.0,ns,71
Find Struct,Binary tree,21,,,80307500.0,ns,72
Find Struct,Binary tree,21,,,74808600.0,ns,73
Find Struct,Binary tree,21,,,57762500.0,ns,74
Find Struct,Binary tree,21,,,57593600.0,ns,75
Find Struct,Binary tree,21,,,64100400.0,ns,76
Find Struct,Binary tree,21,,,61696200.0,ns,77
Find Struct,Binary tree,21,,,60272900.0,ns,78
Find Struct,Binary tree,21,,,62459700.0,ns,79
Find Struct,Binary tree,21,,,59645300.0,ns,80
Find Struct,Binary tree,21,,,58721300.0,ns,81
Find Struct,Binary tree,21,,,66092300.0,ns,82
Find Struct,Binary tree,21,,,68679300.0,ns,83
Find Struct,Binary tree,21,,,63471700.0,ns,84
Find Struct,Binary tree,21,,,61916500.0,ns,85
Find Struct,Binary tree,21,,,61533100.0,ns,86
Find Struct,Binary tree,21,,,63144100.0,ns,87
Find Struct,Binary tree,21,,,73380600.0,ns,88
Find Struct,Binary tree,21,,,69557000.0,ns,89
Find Struct,Binary tree,21,,,92690500.0,ns,90
Find Struct,Binary tree,21,,,67259700.0,ns,91
Find Struct,Binary tree,21,,,67083800.0,ns,92
Find Struct,Binary tree,21,,,67500400.0,ns,93
Find Struct,Binary tree,21,,,70977900.0,ns,94
Find Struct,Binary tree,21,,,73949300.0,ns,95
Find Struct,Binary tree,21,,,68319400.0,ns,96
Find Struct,Binary tree,21,,,75025400.0,ns,97
Find Struct,Binary tree,21,,,87291300.0,ns,98
Find Struct,Binary tree,21,,,72719900.0,ns,99
Find Struct,Binary tree,21,,,82508600.0,ns,100
